file_id,title,current_parent_path,proposed_peca,proposed_subfolder,proposed_full_path,confidence,tags,rationale,mime_type,size_bytes,duplicate_of,flag_review
COW-077,"MC-ANALISE-Workflow_N8N_Bravy-v1_0-2026-0415.md","CLAUDE Cowork/",9,09_ARQUIVO_LEGADO/bravy-externo,09_ARQUIVO_LEGADO/bravy-externo/,0.80,"bravy;n8n;workflow;contem-terceiro-nominal","Análise workflow N8N Bravy — externo",md,9019,,true
COW-078,"MC-INFRA-Servidor_Hostinger_Acessos-v1_0-2026-0415.md","CLAUDE Cowork/",9,09_ARQUIVO_LEGADO/infra-tooling,09_ARQUIVO_LEGADO/infra-tooling/,0.75,"infra;servidor-hostinger;acessos","Acessos servidor Hostinger — infra/tooling",md,9293,,false
COW-079,"MC-BRIEFING-Alinhamento_Tecnico_Igor.md","CLAUDE Cowork/",3,03_ADR_DECISOES_ARQUITETURAIS/reunioes-tecnicas,03_ADR_DECISOES_ARQUITETURAIS/reunioes-tecnicas/,0.80,"briefing;alinhamento-tecnico;igor;equipe-interna","Briefing alinhamento técnico Igor — equipe interna",md,28068,,false
COW-080,"MC-PROCESSO-Jornada_E0E7_Mestre-v1_0-2026-0416.md","CLAUDE Cowork/",3,03_ADR_DECISOES_ARQUITETURAIS/jornada-e0-e7,03_ADR_DECISOES_ARQUITETURAIS/jornada-e0-e7/,0.88,"jornada-e0-e7;processo-mestre;canonical","Jornada E0→E7 mestre — processo canônico CLAUDE.md",md,25003,,false
COW-081,"MC-PROCESSO-Jornada_E0E7_Mestre-v1_0-2026-0416.md.pdf","CLAUDE Cowork/",3,03_ADR_DECISOES_ARQUITETURAIS/jornada-e0-e7,03_ADR_DECISOES_ARQUITETURAIS/jornada-e0-e7/,0.85,"duplicata-pdf","PDF duplicata de COW-080",pdf,651303,COW-080,false
COW-082,"0 Repertório Documentos _ MC PROTOCOLO ALESSANDRO.txt","CLAUDE Cowork/cowork-protocolo-alessandro/",9,09_ARQUIVO_LEGADO/meta-indices,09_ARQUIVO_LEGADO/meta-indices/,0.70,"repertorio;meta-indice;protocolo-alessandro","Repertório meta-índice — pasta praticamente vazia",txt,934,,true
COW-083,"Claude virou agent dashboard — o que muda no MC.pdf","CLAUDE Cowork/",9,09_ARQUIVO_LEGADO/analise-referencia,09_ARQUIVO_LEGADO/analise-referencia/,0.78,"claude-agent-dashboard;analise;referencia;duplicata-pdf","Análise Claude agent dashboard — PDF duplicata do .md COW-084",pdf,889238,COW-084,false
COW-084,"Claude virou agent dashboard — o que muda no MC - novidades 17 04 2026.md","CLAUDE Cowork/",9,09_ARQUIVO_LEGADO/analise-referencia,09_ARQUIVO_LEGADO/analise-referencia/,0.80,"claude-agent-dashboard;analise;referencia;novidades-17-04","Análise interna sobre novidades Claude agent dashboard (17/04/2026)",md,27838,,false
COW-085,"MC-ESTADO-Operacao-Proximos-Passos-v1_0-2026-0417.md","CLAUDE Cowork/",0,00_INDEX_ARMADURA/estado-operacional,00_INDEX_ARMADURA/estado-operacional/,0.85,"estado-operacao;proximos-passos;canonical;2026-04-17","Estado da operação + próximos passos — doc de navegação/bússola",md,28434,,false
COW-086,"MC-ESTADO-Operacao-Proximos-Passos-v1_0-2026-0417.md.pdf","CLAUDE Cowork/",0,00_INDEX_ARMADURA/estado-operacional,00_INDEX_ARMADURA/estado-operacional/,0.82,"duplicata-pdf","PDF duplicata de COW-085",pdf,638060,COW-085,false
COW-087,"MC-Skills-Constellation-v2.0-Mapa-Interativo.jsx","CLAUDE Cowork/skills/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation,09_ARQUIVO_LEGADO/tooling-skills-constellation/,0.85,"skills-constellation;mapa-interativo;jsx;tooling","Mapa interativo skills constellation v2.0 em JSX",jsx,17060,,false
COW-088,"README.md","CLAUDE Cowork/skills/mc-skills-constellation/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation,09_ARQUIVO_LEGADO/tooling-skills-constellation/,0.85,"skills-constellation;readme;tooling","README skills constellation",md,5376,,false
COW-089,"SKILL.md (analise-beps)","CLAUDE Cowork/skills/mc-skills-constellation/analise-beps/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/analise-beps,09_ARQUIVO_LEGADO/tooling-skills-constellation/analise-beps/,0.80,"skill;analise-beps;tooling;cross-link-05D","Skill análise BEPS — cross-link 05D",md,4035,,false
COW-090,"SKILL.md (anjo-capacitacao)","CLAUDE Cowork/skills/mc-skills-constellation/anjo-capacitacao/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/anjo-capacitacao,09_ARQUIVO_LEGADO/tooling-skills-constellation/anjo-capacitacao/,0.80,"skill;anjo-capacitacao;tooling;cross-link-04B","Skill capacitação Anjo — cross-link 04B",md,5124,,false
COW-091,"SKILL.md (blindagem-consumidor)","CLAUDE Cowork/skills/mc-skills-constellation/blindagem-consumidor/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/blindagem-consumidor,09_ARQUIVO_LEGADO/tooling-skills-constellation/blindagem-consumidor/,0.78,"skill;blindagem-consumidor;tooling;cross-link-08","Skill blindagem consumidor — cross-link 08",md,4525,,false
COW-092,"SKILL.md (compliance-lgpd)","CLAUDE Cowork/skills/mc-skills-constellation/compliance-lgpd/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/compliance-lgpd,09_ARQUIVO_LEGADO/tooling-skills-constellation/compliance-lgpd/,0.80,"skill;compliance-lgpd;tooling;cross-link-07D","Skill compliance LGPD — cross-link 07D",md,5184,,false
COW-093,"SKILL.md (comunicacao-institucional)","CLAUDE Cowork/skills/mc-skills-constellation/comunicacao-institucional/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/comunicacao-institucional,09_ARQUIVO_LEGADO/tooling-skills-constellation/comunicacao-institucional/,0.75,"skill;comunicacao-institucional;tooling;cross-link-04E","Skill comunicação institucional — cross-link 04E",md,4013,,false
COW-094,"SKILL.md (documentacao-produto)","CLAUDE Cowork/skills/mc-skills-constellation/documentacao-produto/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/documentacao-produto,09_ARQUIVO_LEGADO/tooling-skills-constellation/documentacao-produto/,0.72,"skill;documentacao-produto;tooling","Skill documentação produto",md,3927,,false
COW-095,"SKILL.md (dossie-proof-first)","CLAUDE Cowork/skills/mc-skills-constellation/dossie-proof-first/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/dossie-proof-first,09_ARQUIVO_LEGADO/tooling-skills-constellation/dossie-proof-first/,0.80,"skill;dossie-proof-first;tooling;regra-inviolavel-4","Skill dossiê Proof-First — regra inviolável #4 CLAUDE.md",md,5718,,false
COW-096,"SKILL.md (meu-cumpadre-orquestrador-mestre)","CLAUDE Cowork/skills/mc-skills-constellation/meu-cumpadre-orquestrador-mestre/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/orquestrador-mestre,09_ARQUIVO_LEGADO/tooling-skills-constellation/orquestrador-mestre/,0.80,"skill;orquestrador-mestre;tooling","Skill orquestrador mestre MC",md,7060,,false
COW-097,"SKILL.md (passarelas-cascata)","CLAUDE Cowork/skills/mc-skills-constellation/passarelas-cascata/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/passarelas-cascata,09_ARQUIVO_LEGADO/tooling-skills-constellation/passarelas-cascata/,0.78,"skill;passarelas-cascata;tooling;cross-link-06C","Skill passarelas/cascata — cross-link 06C cascata familiar",md,5134,,false
COW-098,"SKILL.md (pricing-monetizacao)","CLAUDE Cowork/skills/mc-skills-constellation/pricing-monetizacao/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/pricing-monetizacao,09_ARQUIVO_LEGADO/tooling-skills-constellation/pricing-monetizacao/,0.78,"skill;pricing-monetizacao;tooling;cross-link-adr-007","Skill pricing/monetização — cross-link ADR-007",md,4744,,false
COW-099,"SKILL.md (router-ethics)","CLAUDE Cowork/skills/mc-skills-constellation/router-ethics/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/router-ethics,09_ARQUIVO_LEGADO/tooling-skills-constellation/router-ethics/,0.82,"skill;router-ethics;tooling;doc-ancora-2","Skill Router-Ethics — doc-âncora 2 CLAUDE.md (105 nós determinísticos)",md,6835,,false
COW-100,"SKILL.md (triagem-previdenciaria)","CLAUDE Cowork/skills/mc-skills-constellation/triagem-previdenciaria/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/triagem-previdenciaria,09_ARQUIVO_LEGADO/tooling-skills-constellation/triagem-previdenciaria/,0.80,"skill;triagem-previdenciaria;tooling;cross-link-04B","Skill triagem previdenciária — cross-link 04B",md,6741,,false
COW-101,"SKILL.md (visual-law-inss)","CLAUDE Cowork/skills/mc-skills-constellation/visual-law-inss/",9,09_ARQUIVO_LEGADO/tooling-skills-constellation/visual-law-inss,09_ARQUIVO_LEGADO/tooling-skills-constellation/visual-law-inss/,0.75,"skill;visual-law-inss;tooling;cross-link-08C","Skill visual law INSS — cross-link 08C",md,4688,,false
COW-102,"SKILL.md (notebooklm)","CLAUDE Cowork/skills/notebooklm/",9,09_ARQUIVO_LEGADO/tooling-skills-notebooklm,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/,0.85,"skill;notebooklm;tooling;reference-memoria","Skill notebooklm — corresponde a memória reference_notebooklm_py",md,14425,,false
COW-103,"features-beyond-ui.md","CLAUDE Cowork/skills/notebooklm/references/",9,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references/,0.85,"notebooklm;reference;features","Reference features notebooklm",md,1372,,false
COW-104,"output-formats.md","CLAUDE Cowork/skills/notebooklm/references/",9,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references/,0.85,"notebooklm;reference;output-formats","Reference output formats notebooklm",md,2730,,false
COW-105,"setup.md","CLAUDE Cowork/skills/notebooklm/references/",9,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references/,0.85,"notebooklm;reference;setup","Reference setup notebooklm",md,3654,,false
COW-106,"workflows.md","CLAUDE Cowork/skills/notebooklm/references/",9,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references,09_ARQUIVO_LEGADO/tooling-skills-notebooklm/references/,0.85,"notebooklm;reference;workflows","Reference workflows notebooklm",md,5165,,false
CLK-001,"0 MC-CLICKUP-EXTRACAO-COMPLETA-v1_0-2026-04-18.md","ClickUP 4.0 x Claude Code/",8,08H_LGPD_INCIDENTES/clickup-pii-leak-abril2026,08_FIREWALL_OAB/08H_LGPD_INCIDENTES/clickup-pii-leak-abril2026/,0.95,"lgpd;incidente;pii;gov.br-senha;custom-field-MEU-INSS;clickup;Bravy","Relatorio extracao ClickUp identifica PII ativo (CPF CAS001 + senha gov.br em custom field); evidencia dura do porque Firewall LGPD e inegociavel",md,49056,,true
CLK-002,"0 MC-PROMPT-NovaGuia-ProjetoMae-ClickUp-v2_0-2026-0418.md","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.85,"clickup;prompt;tooling;reconstrucao","Prompt reconstrucao ClickUp Projeto Mae; tooling operacional fora do duelo v3.0",md,10947,,false
CLK-003,"2026-03-14 ClickUP VibeCoding 1.pdf","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.8,"clickup;vibecoding;tooling","Registro sessao VibeCoding ClickUp; material de aprendizado",pdf,503846,,false
CLK-004,"90134248500zYQ38D0.csv","ClickUP 4.0 x Claude Code/",9,bravy-clickup-extraction,09_ARQUIVO_LEGADO/bravy-clickup-extraction/,0.9,"clickup;dump-429-tasks;sem-time-spent;Gestao=Administrativo;evidencia-bug","Dump completo 429 tasks ClickUp Bravy; SEM Time Spent preenchido (zero cronometragem operacional); evidencia duplicacao Gestao=Administrativo",csv,195731,,false
CLK-005,"Analise do Claude N8N _ Workflow_ Agente MEU CUMPADRE Bravy.md","ClickUP 4.0 x Claude Code/",9,tooling-n8n-bravy,09_ARQUIVO_LEGADO/tooling-n8n-bravy/,0.85,"n8n;bravy;workflow;tooling","Analise workflow N8N entregue pelo Bravy; tooling infraestrutura",md,3097,,false
CLK-006,"INSTAGRAM - reformulacao.md","ClickUP 4.0 x Claude Code/",9,marketing-social,09_ARQUIVO_LEGADO/marketing-social/,0.75,"instagram;marketing;reformulacao","Nota reformulacao Instagram; fora do escopo v3.0",md,203,,false
CLK-007,"JP CLAUDE 22 3.pdf","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.85,"bravy;joao-pedro;transcricao-pdf;hub-clickup-alternativa","Transcricao sessao JP Bravy sobre Hub ClickUp; conteudo narrativo tempo real (nao cronometragem); versao PDF",pdf,514872,CLK-008,false
CLK-008,"JP CLAUDE 22 3.txt","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.9,"bravy;joao-pedro;transcricao-txt;hub-clickup-alternativa","Transcricao sessao JP Bravy sobre Hub ClickUp; versao texto trabalhavel (canonica vs CLK-007 PDF)",txt,313780,,false
CLK-009,"MC-BRIEFING-Bravy-Mapeamento-v1_0-2026-0324.docx.pdf","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.9,"bravy;mapeamento;briefing;pdf","Briefing formal mapeamento Bravy; material ciclo anterior",pdf,224597,,false
CLK-010,"MC-BRIEFING-Operacional-Marlon-v2_0-2026-0326.docx","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.9,"bravy;marlon;briefing-operacional","Briefing operacional Marlon v2.0; material ciclo anterior Bravy",docx,25101,,false
CLK-011,"MC-METAPROMPT-ClickUp-Reconstrucao-v1_0-2026-0417.md","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.85,"clickup;metaprompt;reconstrucao;tooling","Metaprompt reconstrucao ClickUp; tooling pos-Bravy",md,8500,,false
CLK-012,"MC-PLANO-Migracao-N8N-Bravy-para-MC-v1_0-2026-0415.md","ClickUP 4.0 x Claude Code/",9,tooling-n8n-bravy,09_ARQUIVO_LEGADO/tooling-n8n-bravy/,0.85,"n8n;migracao;bravy;tooling","Plano migracao workflow N8N do Bravy para MC; tooling transicao",md,13392,,false
CLK-013,"MC-PROMPT-Fase2-ClickUp-Migracao-v1_0-2026-0417.md","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.85,"clickup;prompt;fase2;migracao;tooling","Prompt Fase 2 migracao ClickUp; tooling reconstrucao",md,8013,,false
CLK-014,"MC-PROMPT-Fatia0-CAS001-Amostra-v1_0-2026-0417.md","ClickUP 4.0 x Claude Code/",8,08H_LGPD_INCIDENTES/clickup-pii-leak-abril2026,08_FIREWALL_OAB/08H_LGPD_INCIDENTES/clickup-pii-leak-abril2026/,0.9,"lgpd;CAS001;pii;fatia0;remediacao","Prompt fatia0 usando CAS001 como amostra; contem PII; parte do incidente LGPD ClickUp",md,9124,,true
CLK-015,"MC-RESPOSTA-Fatia0-JER001-v1_0-2026-0417.md","ClickUP 4.0 x Claude Code/",8,08H_LGPD_INCIDENTES/clickup-pii-leak-abril2026,08_FIREWALL_OAB/08H_LGPD_INCIDENTES/clickup-pii-leak-abril2026/,0.85,"lgpd;JER001;pii;fatia0;resposta","Resposta fatia0 JER001; terceiro nominal + possivel PII; parte do incidente LGPD",md,6408,,true
CLK-016,"MC-RESUMO-EXECUTIVO-BRAVY-MARLON-2026-0327.md","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.9,"bravy;marlon;resumo-executivo","Resumo executivo ciclo Bravy-Marlon",md,11838,,false
CLK-017,"MC-SPEC-ClickUp-Reconstrucao-v1_0-2026-0417.md.pdf","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.85,"clickup;spec;reconstrucao;v1;pdf","Spec formal reconstrucao ClickUp v1.0; tooling infraestrutura (nao ADR v3.0)",pdf,555537,,false
CLK-018,"N8N _ Agente_MEU_CUMPADRE.json","ClickUP 4.0 x Claude Code/",9,tooling-n8n-bravy,09_ARQUIVO_LEGADO/tooling-n8n-bravy/,0.9,"n8n;workflow;json;agente-mc;bravy","Export JSON workflow N8N Agente MC; tooling Bravy",json,103726,,false
CLK-019,"Painel Coolify _ zero projetos.JPG","ClickUP 4.0 x Claude Code/",9,tooling-infra,09_ARQUIVO_LEGADO/tooling-infra/,0.8,"coolify;painel;infra;screenshot","Screenshot painel Coolify sem projetos; evidencia infra nao-utilizada",jpg,109867,,false
CLK-020,"Tiago Teles _ 2026-04-15 17-26-19.pdf","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.85,"bravy;tiago-teles;pdf","Registro Tiago Teles (Bravy); ciclo anterior",pdf,27183,,false
CLK-021,"_MC-RESPOSTA-Claude-Lab-Correcoes-v1_0-2026-0418.md","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.85,"clickup;lab;correcoes;resposta","Resposta Claude Lab com correcoes ClickUp; tooling",md,8707,,false
CLK-022,"_MC-RESPOSTA-Lab-CaminhoD-v1_0-2026-0418.md","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.8,"clickup;lab;caminhoD;resposta","Resposta Lab Caminho D; tooling",md,4725,,false
CLK-023,"_MC-SPEC-ClickUp-Reconstrucao-v2_0-2026-0418.md","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.9,"clickup;spec;reconstrucao;v2;canonica","Spec reconstrucao ClickUp v2.0 (canonica vs v1.0 CLK-017); tooling",md,19303,,false
CLK-024,"pacote no novo Project ClickUp Lab - MC Broker.zip","ClickUP 4.0 x Claude Code/",9,tooling-clickup-reconstruction,09_ARQUIVO_LEGADO/tooling-clickup-reconstruction/,0.8,"clickup;lab;broker;zip;pacote","Pacote zip novo Project ClickUp Lab MC Broker; tooling",zip,32218,,false
CLK-025,"reuniao 23 03 2026 MARLON.txt","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.9,"bravy;marlon;reuniao;transcricao;23-03","Transcricao reuniao Marlon 23/03/2026; ciclo Bravy",txt,26526,,false
CLK-026,"reuniao 25 03 2026 MARLON.txt","ClickUP 4.0 x Claude Code/",9,bravy-marlon,09_ARQUIVO_LEGADO/bravy-marlon/,0.9,"bravy;marlon;reuniao;transcricao;25-03","Transcricao reuniao Marlon 25/03/2026; ciclo Bravy",txt,25650,,false
CLK-027,"IMG-20260316-WA0135.jpg","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.8,"lightforms;whatsapp;imagem;vendor","Imagem WhatsApp sobre cancelamento LightForms/Make",jpg,120442,,false
CLK-028,"IMG-20260415-WA0094.jpg","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.8,"lightforms;whatsapp;imagem;vendor","Imagem WhatsApp sobre cancelamento LightForms/Make",jpg,39689,,false
CLK-029,"IMG-20260415-WA0202.jpg","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.8,"lightforms;whatsapp;imagem;vendor","Imagem WhatsApp sobre cancelamento LightForms/Make",jpg,36528,,false
CLK-030,"LIGHT FORMS 0 _ em 12 meses pagando assinatura e nunca utilizamos.JPG","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.9,"lightforms;assinatura-nao-usada;12-meses;vendor;waste","Screenshot 12 meses pagando sem usar; evidencia waste vendor",jpg,113828,,false
CLK-031,"LIGHT FORMS 1.JPG","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.8,"lightforms;screenshot;vendor","Screenshot LightForms",jpg,68712,,false
CLK-032,"LIGHT FORMS 2 _ tela suporte.png","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.8,"lightforms;suporte;screenshot;vendor","Tela suporte LightForms",png,1328107,,false
CLK-033,"LIGHT FORMS 3 _ tela whatsapp.png","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.8,"lightforms;whatsapp;screenshot;vendor","Tela WhatsApp LightForms",png,107949,,false
CLK-034,"Perplexity _ discussao sobre o cancelamento MAKE.md","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.85,"make.com;perplexity;cancelamento;reembolso;vendor","Discussao Perplexity cancelamento assinatura Make.com anual USD108",md,27229,,false
CLK-035,"Screenshot_2026-04-16-10-14-02-706_com.whatsapp.w4b-edit.jpg","ClickUP 4.0 x Claude Code/LIGHTFORMS cancelamento e reembolso/",9,vendor-cancellation/lightforms-make,09_ARQUIVO_LEGADO/vendor-cancellation/lightforms-make/,0.75,"whatsapp-business;screenshot;vendor","Screenshot WhatsApp Business; LGPD: possivel metadado pessoal",jpg,473343,,true
